0	0.50000	0.0078
0	0.50000	0.0156
0	0.50000	0.0233
0	0.50000	0.0311
0	0.50000	0.0389
0	0.50000	0.0467
0	0.50000	0.0544
0	0.50000	0.0622
0	0.50000	0.0700
0	0.50000	0.0778
0	0.50000	0.0855
0	0.50000	0.0933
0	0.50000	0.1011
0	0.50000	0.1089
0	0.50000	0.1166
0	0.50000	0.1244
0	0.50000	0.1322
0	0.50000	0.1400
0	0.50000	0.1477
0	0.50000	0.1555
0	0.50000	0.1633
0	0.50000	0.1711
0	0.50000	0.1788
0	0.50000	0.1866
0	0.50000	0.1944
0	0.50000	0.2022
0	0.50000	0.2099
0	0.50000	0.2177
0	0.50000	0.2255
0	0.50000	0.2333
0	0.50000	0.2411
0	0.50000	0.2488
0	0.50000	0.2566
0	0.50000	0.2644
0	0.50000	0.2722
0	0.50000	0.2799
0	0.50000	0.2877
0	0.50000	0.2955
0	0.50000	0.3033
0	0.50000	0.3110
0	0.50000	0.3188
0	0.50000	0.3266
0	0.50000	0.3344
0	0.50000	0.3421
0	0.50000	0.3499
0	0.50000	0.3577
0	0.50000	0.3655
0	0.50000	0.3732
0	0.50000	0.3810
0	0.50000	0.3888
0	0.50000	0.3966
0	0.50000	0.4043
0	0.50000	0.4121
0	0.50000	0.4199
0	0.50000	0.4277
0	0.50000	0.4354
0	0.50000	0.4432
0	0.50000	0.4510
0	0.50000	0.4588
0	0.50000	0.4665
0	0.50000	0.4743
0	0.50000	0.4821
0	0.50000	0.4899
0	0.50000	0.4977
0	0.50000	0.5054
0	0.50000	0.5132
0	0.50000	0.5210
0	0.50000	0.5288
0	0.50000	0.5365
0	0.50000	0.5443
0	0.50000	0.5521
0	0.50000	0.5599
0	0.50000	0.5676
0	0.50000	0.5754
0	0.50000	0.5832
0	0.50000	0.5910
0	0.50000	0.5987
0	0.50000	0.6065
0	0.50000	0.6143
0	0.50000	0.6221
0	0.50000	0.6298
0	0.50000	0.6376
0	0.50000	0.6454
0	0.50000	0.6532
0	0.50000	0.6609
0	0.50000	0.6687
0	0.50000	0.6765
0	0.50000	0.6843
0	0.50000	0.6920
0	0.50000	0.6998
0	0.50000	0.7076
0	0.50000	0.7154
0	0.50000	0.7232
0	0.50000	0.7309
0	0.50000	0.7387
0	0.50000	0.7465
0	0.50000	0.7543
0	0.50000	0.7620
0	0.50000	0.7698
0	0.50000	0.7776
0	0.50000	0.7854
0	0.50000	0.7931
0	0.50000	0.8009
0	0.50000	0.8087
0	0.50000	0.8165
0	0.50000	0.8242
0	0.50000	0.8320
0	0.50000	0.8398
0	0.50000	0.8476
0	0.50000	0.8553
0	0.50000	0.8631
0	0.50000	0.8709
0	0.50000	0.8787
0	0.50000	0.8864
0	0.50000	0.8942
0	0.50000	0.9020
0	0.50000	0.9098
0	0.50000	0.9175
0	0.50000	0.9253
0	0.50000	0.9331
0	0.50000	0.9409
0	0.50000	0.9487
0	0.50000	0.9564
0	0.50000	0.9642
0	0.50000	0.9720
0	0.50000	0.9798
0	0.50000	0.9875
0	0.50000	0.9953
0	0.50000	1.0031
0	0.50000	1.0109
0	0.50000	1.0186
0	0.50000	1.0264
0	0.50000	1.0342
0	0.50000	1.0420
0	0.50000	1.0497
0	0.50000	1.0575
0	0.50000	1.0653
0	0.50000	1.0731
0	0.50000	1.0808
0	0.50000	1.0886
0	0.50000	1.0964
0	0.50000	1.1042
0	0.50000	1.1119
0	0.50000	1.1197
0	0.50000	1.1275
0	0.50000	1.1353
0	0.50000	1.1430
0	0.50000	1.1508
0	0.50000	1.1586
0	0.50000	1.1664
0	0.50000	1.1741
0	0.50000	1.1819
0	0.50000	1.1897
0	0.50000	1.1975
0	0.50000	1.2053
0	0.50000	1.2130
0	0.50000	1.2208
0	0.50000	1.2286
0	0.50000	1.2364
0	0.50000	1.2441
0	0.50000	1.2519
0	0.50000	1.2597
0	0.50000	1.2675
0	0.50000	1.2752
0	0.50000	1.2830
0	0.50000	1.2908
0	0.50000	1.2986
0	0.50000	1.3063
0	0.50000	1.3141
0	0.50000	1.3219
0	0.50000	1.3297
0	0.50000	1.3374
0	0.50000	1.3452
0	0.50000	1.3530
0	0.50000	1.3608
0	0.50000	1.3685
0	0.50000	1.3763
0	0.50000	1.3841
0	0.50000	1.3919
0	0.50000	1.3996
0	0.50000	1.4074
0	0.50000	1.4152
0	0.50000	1.4230
0	0.50000	1.4308
0	0.50000	1.4385
0	0.50000	1.4463
0	0.50000	1.4541
0	0.50000	1.4619
0	0.50000	1.4696
0	0.50000	1.4774
0	0.50000	1.4852
0	0.50000	1.4930
0	0.50000	1.5007
0	0.50000	1.5085
0	0.50000	1.5163
0	0.50000	1.5241
0	0.50000	1.5318
0	0.50000	1.5396
0	0.50000	1.5474
0	0.50000	1.5552
0	0.50000	1.5629
0	0.50000	1.5707
0	0.50000	1.5785
0	0.50000	1.5863
0	0.50000	1.5940
0	0.50000	1.6018
0	0.50000	1.6096
0	0.50000	1.6174
0	0.50000	1.6251
0	0.50000	1.6329
0	0.50000	1.6407
0	0.50000	1.6485
0	0.50000	1.6563
0	0.50000	1.6640
0	0.50000	1.6718
0	0.50000	1.6796
0	0.50000	1.6874
0	0.50000	1.6951
0	0.50000	1.7029
0	0.50000	1.7107
0	0.50000	1.7185
0	0.50000	1.7262
0	0.50000	1.7340
0	0.50000	1.7418
0	0.50000	1.7496
0	0.50000	1.7573
0	0.50000	1.7651
0	0.50000	1.7729
0	0.50000	1.7807
0	0.50000	1.7884
0	0.50000	1.7962
0	0.50000	1.8040
0	0.50000	1.8118
0	0.50000	1.8195
0	0.50000	1.8273
0	0.50000	1.8351
0	0.50000	1.8429
0	0.50000	1.8506
0	0.50000	1.8584
0	0.50000	1.8662
0	0.50000	1.8740
0	0.50000	1.8817
0	0.50000	1.8895
0	0.50000	1.8973
0	0.50000	1.9051
0	0.50000	1.9129
0	0.50000	1.9206
0	0.50000	1.9284
0	0.50000	1.9362
0	0.50000	1.9440
0	0.50000	1.9517
0	0.50000	1.9595
0	0.50000	1.9673
0	0.50000	1.9751
0	0.50000	1.9828
0	0.50000	1.9906
0	0.50000	1.9984
0	0.50000	2.0062
0	0.50000	2.0139
0	0.50000	2.0217
0	0.50000	2.0295
0	0.50000	2.0373
0	0.50000	2.0450
0	0.50000	2.0528
0	0.50000	2.0606
0	0.50000	2.0684
0	0.50000	2.0761
0	0.50000	2.0839
0	0.50000	2.0917
0	0.50000	2.0995
0	0.50000	2.1072
0	0.50000	2.1150
0	0.50000	2.1228
0	0.50000	2.1306
0	0.50000	2.1384
0	0.50000	2.1461
0	0.50000	2.1539
0	0.50000	2.1617
0	0.50000	2.1695
0	0.50000	2.1772
0	0.50000	2.1850
0	0.50000	2.1928
0	0.50000	2.2006
0	0.50000	2.2083
0	0.50000	2.2161
0	0.50000	2.2239
0	0.50000	2.2317
0	0.50000	2.2394
0	0.50000	2.2472
0	0.50000	2.2550
0	0.50000	2.2628
0	0.50000	2.2705
0	0.50000	2.2783
0	0.50000	2.2861
0	0.50000	2.2939
0	0.50000	2.3016
0	0.50000	2.3094
0	0.50000	2.3172
0	0.50000	2.3250
0	0.50000	2.3327
0	0.50000	2.3405
0	0.50000	2.3483
0	0.50000	2.3561
0	0.50000	2.3639
0	0.50000	2.3716
0	0.50000	2.3794
0	0.50000	2.3872
0	0.50000	2.3950
0	0.50000	2.4027
0	0.50000	2.4105
0	0.50000	2.4183
0	0.50000	2.4261
0	0.50000	2.4338
0	0.50000	2.4416
0	0.50000	2.4494
0	0.50000	2.4572
0	0.50000	2.4649
0	0.50000	2.4727
0	0.50000	2.4805
0	0.50000	2.4883
0	0.50000	2.4960
0	0.50000	2.5038
0	0.50000	2.5116
0	0.50000	2.5194
0	0.50000	2.5271
0	0.50000	2.5349
0	0.50000	2.5427
0	0.50000	2.5505
0	0.50000	2.5582
0	0.50000	2.5660
0	0.50000	2.5738
0	0.50000	2.5816
0	0.50000	2.5894
0	0.50000	2.5971
0	0.50000	2.6049
0	0.50000	2.6127
0	0.50000	2.6205
0	0.50000	2.6282
0	0.50000	2.6360
0	0.50000	2.6438
0	0.50000	2.6516
0	0.50000	2.6593
0	0.50000	2.6671
0	0.50000	2.6749
0	0.50000	2.6827
0	0.50000	2.6904
0	0.50000	2.6982
0	0.50000	2.7060
0	0.50000	2.7138
0	0.50000	2.7215
0	0.50000	2.7293
0	0.50000	2.7371
0	0.50000	2.7449
0	0.50000	2.7526
0	0.50000	2.7604
0	0.50000	2.7682
0	0.50000	2.7760
0	0.50000	2.7837
0	0.50000	2.7915
0	0.50000	2.7993
0	0.50000	2.8071
0	0.50000	2.8148
0	0.50000	2.8226
0	0.50000	2.8304
0	0.50000	2.8382
0	0.50000	2.8460
0	0.50000	2.8537
0	0.50000	2.8615
0	0.50000	2.8693
0	0.50000	2.8771
0	0.50000	2.8848
0	0.50000	2.8926
0	0.50000	2.9004
0	0.50000	2.9082
0	0.50000	2.9159
0	0.50000	2.9237
0	0.50000	2.9315
0	0.50000	2.9393
0	0.50000	2.9470
0	0.50000	2.9548
0	0.50000	2.9626
0	0.50000	2.9704
0	0.50000	2.9781
0	0.50000	2.9859
0	0.50000	2.9937
0	0.50000	3.0015
0	0.50000	3.0092
0	0.50000	3.0170
0	0.50000	3.0248
0	0.50000	3.0326
0	0.50000	3.0403
0	0.50000	3.0481
0	0.50000	3.0559
0	0.50000	3.0637
0	0.50000	3.0715
0	0.50000	3.0792
0	0.50000	3.0870
0	0.50000	3.0948
0	0.50000	3.1026
