# CUTOFF	ENERGY [MeV]	OMEGA [MeV]	PHSH [deg]	ERE [fm^-(2l+1)]	Flag G_C	Flag G_CT	G_C(rmin,rmin) [MeV^-1 fm^-3]	 G_CT(rmin,rmin) [MeV^-1 fm^-3]
0.0	0.1322	0.5	-38.08750579614464	0.0009816352003126187	0	0	-24.106152179770923	-24.105583692067146
0.0	0.14	0.5	-40.62947072581352	0.00240128377179041	0	0	-24.106162520095975	-24.10560882735226
0.0	0.1477	0.5	-43.022153055423686	0.003734734118157286	0	0	-24.106173810880602	-24.105633919623337
0.0	0.1555	0.5	-45.250239769779334	0.004966184912482394	0	0	-24.106187639402332	-24.10565962862175
0.0	0.1633	0.5	-47.250184117900424	0.0060630360430709365	0	0	-24.10620429484843	-24.105685638733195
0.0	0.1711	0.5	-49.03390527903239	0.007039208641657791	0	0	-24.106223505598976	-24.105711958733938
0.0	0.1788	0.5	-50.623339626010484	0.007915604371539677	0	0	-24.106244283408476	-24.10573825419373
0.0	0.1866	0.5	-52.115924452039394	0.00875524690108185	0	0	-24.10626625018617	-24.105765217561025
0.0	0.1944	0.5	-53.55053995845931	0.009589213601794853	0	0	-24.106288160009886	-24.105792519371413
0.0	0.2022	0.5	-54.983911504826146	0.010458078641703054	0	0	-24.10630908055008	-24.105820170041397
0.0	0.2099	0.5	-56.4445668464014	0.011383933314672575	0	0	-24.106327987214552	-24.105847819027677
0.0	0.2177	0.5	-58.00596200090446	0.012416572810125058	0	0	-24.106344790398513	-24.105876195748934
0.0	0.2255	0.5	-59.67095215695637	0.01355969939978122	0	0	-24.106358903244058	-24.105904955366984
0.0	0.2333	0.5	-61.44499358824468	0.014816459214960036	0	0	-24.10637028658512	-24.10593411035279
0.0	0.2411	0.5	-63.3175430088982	0.016178102141552537	0	0	-24.1063791866295	-24.105963673772425
0.0	0.2488	0.5	-65.23863914598105	0.01760673674831148	0	0	-24.10638601434574	-24.105993272162777
0.0	0.2566	0.5	-67.22365322826396	0.019113901446755188	0	0	-24.1063915963002	-24.106023688524722
0.0	0.2644	0.5	-69.20827873628961	0.02065270188815317	0	0	-24.10639656005182	-24.106054556272305
0.0	0.2722	0.5	-71.15375250899629	0.02219530402597437	0	0	-24.106401608466374	-24.106085891238404
0.0	0.2799	0.5	-73.00407525204757	0.02369892646854755	0	0	-24.10640725873625	-24.106117298996285
0.0	0.2877	0.5	-74.78471005100938	0.025185886716621975	0	0	-24.106414091984487	-24.10614961264322
0.0	0.2955	0.5	-76.45942772588731	0.02662705943780948	0	0	-24.10642229869935	-24.10618244583439
0.0	0.3033	0.5	-78.02738620617471	0.0280204223480129	0	0	-24.10643195877977	-24.106215817962173
0.0	0.311	0.5	-79.47860825890649	0.02935339665218145	0	0	-24.106442845835403	-24.106249310819738
0.0	0.3188	0.5	-80.86567888390869	0.030670168203926346	0	0	-24.106455043475023	-24.10628381567769
0.0	0.3266	0.5	-82.18850574058841	0.03196656713659211	0	0	-24.106468127910507	-24.106318923942656
0.0	0.3344	0.5	-83.4685405913518	0.033258353556940776	0	0	-24.10648175208145	-24.106354659650968
0.0	0.3421	0.5	-84.71133899994868	0.034545496909640684	0	0	-24.106495367496688	-24.106390577457297
0.0	0.3499	0.5	-85.9693169846259	0.03587804937360625	0	0	-24.106508961420488	-24.106427636895717
0.0	0.3577	0.5	-87.24415035831335	0.037255223476808354	0	0	-24.106522011830627	-24.106465404214852
0.0	0.3655	0.5	-88.55042605255363	0.038691043070077674	0	0	-24.10653421770275	-24.106503909604026
0.0	0.3732	0.5	-89.88122301626883	0.04017729468659671	0	0	-24.10654520349776	-24.10654267655514
0.0	0.381	0.5	88.72254642875662	0.04176115060417563	0	0	-24.106555087712653	-24.10658274565776
0.0	0.3888	0.5	87.27581097266655	0.0434292126396196	0	0	-24.106563631281528	-24.106623654607272
0.0	0.3966	0.5	85.78070994800647	0.04518355597585231	0	0	-24.1065708281573	-24.1066654418878
0.0	0.4043	0.5	84.26308659371459	0.04699890599995117	0	0	-24.10657668425729	-24.106707594985068
0.0	0.4121	0.5	82.69235674676224	0.04891840479956309	0	0	-24.10658149651436	-24.106751252037064
0.0	0.4199	0.5	81.09902823868252	0.050912618510625444	0	0	-24.10658538657103	-24.106795918246306
0.0	0.4277	0.5	79.49525800947166	0.0529734950832806	0	0	-24.10658860291508	-24.10684164349943
0.0	0.4354	0.5	77.91372455757222	0.05506464682015866	0	0	-24.106591383004844	-24.10688787343345
0.0	0.4432	0.5	76.32451429860079	0.05723157042046993	0	0	-24.10659407225544	-24.10693586541204
0.0	0.451	0.5	74.75779886470204	0.059439306364822836	0	0	-24.10659689432412	-24.10698508763769
0.0	0.4588	0.5	73.22093730267812	0.06168113786390057	0	0	-24.106600080717186	-24.10703560602189
0.0	0.4665	0.5	71.73780206421938	0.06392301356869112	0	0	-24.10660376852645	-24.107086817316965
0.0	0.4743	0.5	70.27216458268434	0.06622071337530488	0	0	-24.106608191453557	-24.10714012724319
0.0	0.4821	0.5	68.8434799339682	0.06854527871760956	0	0	-24.106613391585086	-24.107194962001763
0.0	0.4899	0.5	67.44965878312526	0.0708991707788989	0	0	-24.10661940159393	-24.107251410605006
0.0	0.4977	0.5	66.0869657145106	0.07328722504698945	0	0	-24.10662620410241	-24.10730956940049
0.0	0.5054	0.5	64.76745529585823	0.07568500794264468	0	0	-24.106633636548914	-24.10736876200974
0.0	0.5132	0.5	63.45121900653757	0.07816360778988685	0	0	-24.10664179437291	-24.10743063808521
0.0	0.521	0.5	62.14950144158798	0.08070267447388287	0	0	-24.106650457973256	-24.107494564055695
0.0	0.5288	0.5	60.85626099582718	0.08331403477675017	0	0	-24.106659478990405	-24.10756067433036
0.0	0.5365	0.5	59.58232020048916	0.08597537711731155	0	0	-24.10666857785458	-24.10762822284642
0.0	0.5443	0.5	58.289475840541314	0.08876929374272627	0	0	-24.10667782722966	-24.107699122964917
0.0	0.5521	0.5	56.989855882490986	0.0916759321837555	0	0	-24.10668694710571	-24.10777268869143
0.0	0.5599	0.5	55.67991998262848	0.09470976404547984	0	0	-24.106695784025842	-24.107849113480444
0.0	0.5676	0.5	54.37413626071378	0.09784377222312696	0	0	-24.106704094984153	-24.107927570880634
0.0	0.5754	0.5	53.037002659374984	0.10117394349677036	0	0	-24.106711978804515	-24.10801033149839
0.0	0.5832	0.5	51.68474113504922	0.10467530020637006	0	0	-24.10671923025643	-24.108096656906845
0.0	0.591	0.5	50.317592533137194	0.10836269032535337	0	0	-24.10672578212079	-24.108186836170287
0.0	0.5987	0.5	48.95436529515272	0.112199930919062	0	0	-24.106731526344962	-24.10827995359815
0.0	0.6065	0.5	47.56129159972169	0.1163018572123879	0	0	-24.106736603422956	-24.108378783229977
0.0	0.6143	0.5	46.15812283406421	0.12063586602559553	0	0	-24.106740954082255	-24.108482545429514
0.0	0.6221	0.5	44.747295626850494	0.12521880336642058	0	0	-24.106744625778802	-24.108591692357027
0.0	0.6298	0.5	43.349548632581175	0.13000494938899343	0	0	-24.106747654617024	-24.10870521961241
